边,源节点,目标节点,平均分数,标准差,变异系数,稳定性分数,最大成对差异,平均成对差异,方法数量,一致性水平,MLE_分数,Bayesian_分数,EM_分数,SEM_分数
检验_嗜酸性粒细胞比率->疾病_医疗机构新收治患者及陪护人员,检验_嗜酸性粒细胞比率,疾病_医疗机构新收治患者及陪护人员,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_球蛋白->疾病_结肠息肉,检验_球蛋白,疾病_结肠息肉,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_混合痔->疾病_肛乳头肥大,疾病_混合痔,疾病_肛乳头肥大,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肛乳头肥大->疾病_混合痔,疾病_肛乳头肥大,疾病_混合痔,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_钙->检验_嗜碱性粒细胞比率,检验_钙,检验_嗜碱性粒细胞比率,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_琥珀酸亚铁片->药物_叶酸片,药物_琥珀酸亚铁片,药物_叶酸片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_叶酸片->药物_琥珀酸亚铁片,药物_叶酸片,药物_琥珀酸亚铁片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_白球比->药物_盐酸吗啡注射液,检验_白球比,药物_盐酸吗啡注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肺恶性肿瘤->疾病_恶性肿瘤维持性化学治疗,疾病_肺恶性肿瘤,疾病_恶性肿瘤维持性化学治疗,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_C反应蛋白->检验_总蛋白,检验_C反应蛋白,检验_总蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_尿毒症->检验_肌酐,疾病_尿毒症,检验_肌酐,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高同型半胱氨酸血症->疾病_慢性支气管炎,疾病_高同型半胱氨酸血症,疾病_慢性支气管炎,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_转肽酶->药物_骨化三醇胶丸,检验_转肽酶,药物_骨化三醇胶丸,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_转肽酶->疾病_非毒性单个甲状腺结节,检验_转肽酶,疾病_非毒性单个甲状腺结节,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_贫血->药物_琥珀酸亚铁片,疾病_贫血,药物_琥珀酸亚铁片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_嗜酸性粒细胞比率->药物_硝苯地平控释片,检验_嗜酸性粒细胞比率,药物_硝苯地平控释片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肺部感染->检验_镁,疾病_肺部感染,检验_镁,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_二羟丙茶碱注射液->药物_维生素C注射液,药物_二羟丙茶碱注射液,药物_维生素C注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_非毒性多个甲状腺结节->疾病_老年性白内障,疾病_非毒性多个甲状腺结节,疾病_老年性白内障,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肛乳头肥大->检验_谷草/谷丙,疾病_肛乳头肥大,检验_谷草/谷丙,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肺恶性肿瘤->疾病_前列腺增生,疾病_肺恶性肿瘤,疾病_前列腺增生,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_硫酸氢氯吡格雷片->疾病_陈旧性脑梗死,药物_硫酸氢氯吡格雷片,疾病_陈旧性脑梗死,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_总胆红素->疾病_非毒性单个甲状腺结节,检验_总胆红素,疾病_非毒性单个甲状腺结节,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_阿卡波糖片->疾病_泌尿系感染,药物_阿卡波糖片,疾病_泌尿系感染,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_甲钴胺分散片->药物_卡维地洛片,药物_甲钴胺分散片,药物_卡维地洛片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_琥珀酸亚铁片->疾病_糖尿病性周围血管病,药物_琥珀酸亚铁片,疾病_糖尿病性周围血管病,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_硫酸氢氯吡格雷片->药物_盐酸曲美他嗪片,药物_硫酸氢氯吡格雷片,药物_盐酸曲美他嗪片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_中性粒细胞比率->检验_中性粒细胞数量,检验_中性粒细胞比率,检验_中性粒细胞数量,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_尿毒症->检验_红细胞平均体积,疾病_尿毒症,检验_红细胞平均体积,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_酒石酸美托洛尔片->药物_硝苯地平缓释片,药物_酒石酸美托洛尔片,药物_硝苯地平缓释片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_氯->药物_葡萄糖注射液,检验_氯,药物_葡萄糖注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_腔隙性脑梗死->疾病_高尿酸血症,疾病_腔隙性脑梗死,疾病_高尿酸血症,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_血小板比容->检验_血小板,检验_血小板比容,检验_血小板,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_碱性磷酸酶->疾病_肝功能异常,检验_碱性磷酸酶,疾病_肝功能异常,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_脂肪肝->疾病_肺恶性肿瘤,疾病_脂肪肝,疾病_肺恶性肿瘤,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_颈总动脉斑块->疾病_老年性白内障,疾病_颈总动脉斑块,疾病_老年性白内障,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_平均血红蛋白浓度->药物_佐匹克隆片,检验_平均血红蛋白浓度,药物_佐匹克隆片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_脂肪肝->疾病_糖尿病性周围血管病,疾病_脂肪肝,疾病_糖尿病性周围血管病,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_盐酸曲美他嗪片->疾病_陈旧性脑梗死,药物_盐酸曲美他嗪片,疾病_陈旧性脑梗死,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_氯化钾注射液->药物_维生素C注射液,药物_氯化钾注射液,药物_维生素C注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_反流性食管炎->疾病_恶性肿瘤维持性化学治疗,疾病_反流性食管炎,疾病_恶性肿瘤维持性化学治疗,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_盐酸氨溴索注射液->药物_二羟丙茶碱注射液,药物_盐酸氨溴索注射液,药物_二羟丙茶碱注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_红细胞分布宽度CV->检验_钾,检验_红细胞分布宽度CV,检验_钾,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_谷丙转氨酶->检验_谷草转氨酶,检验_谷丙转氨酶,检验_谷草转氨酶,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_重组人促红素注射液->检验_磷,药物_重组人促红素注射液,检验_磷,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_直接胆红素->检验_总胆汁酸,检验_直接胆红素,检验_总胆汁酸,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_血小板分布宽度->检验_大型血小板比率,检验_血小板分布宽度,检验_大型血小板比率,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_血红蛋白->疾病_低蛋白血症,检验_血红蛋白,疾病_低蛋白血症,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_高同型半胱氨酸血症->药物_叶酸片,疾病_高同型半胱氨酸血症,药物_叶酸片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_血红蛋白->检验_红细胞压积,检验_血红蛋白,检验_红细胞压积,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_前白蛋白->检验_镁,检验_前白蛋白,检验_镁,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_白球比->检验_血小板,检验_白球比,检验_血小板,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_氯化钾注射液->疾病_肺部感染,药物_氯化钾注射液,疾病_肺部感染,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_匹伐他汀钙片->疾病_脂肪肝,药物_匹伐他汀钙片,疾病_脂肪肝,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_嗜酸性粒细胞比率->检验_嗜酸性粒细胞数量,检验_嗜酸性粒细胞比率,检验_嗜酸性粒细胞数量,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_淋巴细胞比率->检验_中性粒细胞比率,检验_淋巴细胞比率,检验_中性粒细胞比率,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_白球比->检验_白蛋白,检验_白球比,检验_白蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_大型血小板比率->检验_血小板分布宽度,检验_大型血小板比率,检验_血小板分布宽度,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_尿毒症->检验_谷丙转氨酶,疾病_尿毒症,检验_谷丙转氨酶,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_盐酸羟考酮缓释片->药物_硝苯地平缓释片,药物_盐酸羟考酮缓释片,药物_硝苯地平缓释片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_非毒性多个甲状腺结节->疾病_血糖控制不佳,疾病_非毒性多个甲状腺结节,疾病_血糖控制不佳,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_二羟丙茶碱注射液->药物_富马酸比索洛尔片,药物_二羟丙茶碱注射液,药物_富马酸比索洛尔片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肺部感染->疾病_低钾血症,疾病_肺部感染,疾病_低钾血症,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_低蛋白血症->疾病_泌尿系感染,疾病_低蛋白血症,疾病_泌尿系感染,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_嗜碱性粒细胞数量->检验_嗜碱性粒细胞比率,检验_嗜碱性粒细胞数量,检验_嗜碱性粒细胞比率,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_嗜碱性粒细胞比率->检验_嗜碱性粒细胞数量,检验_嗜碱性粒细胞比率,检验_嗜碱性粒细胞数量,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_尿毒症->检验_胆碱酯酶,疾病_尿毒症,检验_胆碱酯酶,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_转肽酶->疾病_恶性肿瘤维持性化学治疗,检验_转肽酶,疾病_恶性肿瘤维持性化学治疗,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_动脉硬化->疾病_慢性胃炎,疾病_动脉硬化,疾病_慢性胃炎,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_总蛋白->检验_钙,检验_总蛋白,检验_钙,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_二羟丙茶碱注射液->药物_阿卡波糖片,药物_二羟丙茶碱注射液,药物_阿卡波糖片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_混合痔->药物_头孢地尼分散片,疾病_混合痔,药物_头孢地尼分散片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_氯化钾注射液->药物_氯化钠注射液,药物_氯化钾注射液,药物_氯化钠注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_冠状动脉粥样硬化性心脏病->药物_单硝酸异山梨酯片,疾病_冠状动脉粥样硬化性心脏病,药物_单硝酸异山梨酯片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_冠状动脉粥样硬化性心脏病->疾病_不稳定性心绞痛,疾病_冠状动脉粥样硬化性心脏病,疾病_不稳定性心绞痛,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_螺内酯片->药物_呋塞米片,药物_螺内酯片,药物_呋塞米片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_中性粒细胞数量->检验_单核细胞数量,检验_中性粒细胞数量,检验_单核细胞数量,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_总胆红素->检验_直接胆红素,检验_总胆红素,检验_直接胆红素,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_恶性肿瘤维持性化学治疗->检验_尿酸,疾病_恶性肿瘤维持性化学治疗,检验_尿酸,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_阿卡波糖片->疾病_糖尿病性周围神经病,药物_阿卡波糖片,疾病_糖尿病性周围神经病,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_胆囊结石->药物_甲钴胺片,疾病_胆囊结石,药物_甲钴胺片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_冠状动脉粥样硬化性心脏病->疾病_尿毒症,疾病_冠状动脉粥样硬化性心脏病,疾病_尿毒症,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_嗜酸性粒细胞数量->疾病_心功能,检验_嗜酸性粒细胞数量,疾病_心功能,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_低蛋白血症->检验_白球比,疾病_低蛋白血症,检验_白球比,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_葡萄糖->药物_地西泮注射液,检验_葡萄糖,药物_地西泮注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_单核细胞比率->检验_单核细胞数量,检验_单核细胞比率,检验_单核细胞数量,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_反流性食管炎->药物_贞芪扶正,疾病_反流性食管炎,药物_贞芪扶正,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_肾性贫血->药物_琥珀酸亚铁片,疾病_肾性贫血,药物_琥珀酸亚铁片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_不稳定性心绞痛->药物_盐酸曲美他嗪片,疾病_不稳定性心绞痛,药物_盐酸曲美他嗪片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_氯->药物_单硝酸异山梨酯缓释片,检验_氯,药物_单硝酸异山梨酯缓释片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_血小板->药物_维生素C注射液,检验_血小板,药物_维生素C注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_盐酸吗啡注射液->药物_盐酸布桂嗪注射液,药物_盐酸吗啡注射液,药物_盐酸布桂嗪注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
疾病_混合痔->药物_裸花紫珠分散片,疾病_混合痔,药物_裸花紫珠分散片,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_血小板->检验_血小板比容,检验_血小板,检验_血小板比容,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_碳酸氢钠片->检验_磷,药物_碳酸氢钠片,检验_磷,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
药物_肝素钠注射液->疾病_脑梗死,药物_肝素钠注射液,疾病_脑梗死,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_淋巴细胞比率->药物_维生素B6注射液,检验_淋巴细胞比率,药物_维生素B6注射液,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_红细胞平均体积->检验_平均血红蛋白含量,检验_红细胞平均体积,检验_平均血红蛋白含量,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_前白蛋白->检验_胆碱酯酶,检验_前白蛋白,检验_胆碱酯酶,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_白球比->检验_C反应蛋白,检验_白球比,检验_C反应蛋白,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_谷草转氨酶->疾病_腰椎间盘突出,检验_谷草转氨酶,疾病_腰椎间盘突出,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
检验_直接胆红素->疾病_泌尿系感染,检验_直接胆红素,疾病_泌尿系感染,0.08781794799923064,0.14317406714009193,1.6303508610944344,0.38017741845432773,0.3355535092287742,0.1703964684090785,4,不一致,0.0,0.015718282768148358,0.0,0.3355535092287742
