源节点,目标节点
药物_雷公藤多苷片,药物_新癀片
药物_金天格胶囊,疾病_腰椎压缩性骨折
药物_金天格胶囊,药物_马栗种子提取物片
疾病_颈椎病,药物_盐酸氟桂利嗪胶囊
药物_重组人表皮生长因子滴眼液,药物_明目地黄丸
药物_重组人表皮生长因子滴眼液,药物_石斛夜光丸
药物_重组人表皮生长因子滴眼液,药物_地西泮片
药物_重组人表皮生长因子滴眼液,药物_杏灵分散片
药物_重组人表皮生长因子滴眼液,疾病_人工晶体植入状态
药物_重组人表皮生长因子滴眼液,药物_红花清肝十三味丸
疾病_老年性白内障,疾病_视网膜动脉硬化
疾病_老年性白内障,疾病_屈光不正
疾病_老年性白内障,疾病_玻璃体混浊
药物_呋塞米片,药物_多索茶碱片
药物_枸橼酸钾,疾病_低钾血症
疾病_室性期前收缩,检验_梅毒抗体
药物_马栗种子提取物片,检验_戊型肝炎IgM抗体
药物_明目地黄丸,药物_银杏叶胶囊
疾病_低钾血症,疾病_电解质紊乱
疾病_电解质紊乱,疾病_低钠血症
疾病_低钠血症,疾病_低氯血症
疾病_高血压,疾病_高脂血症
疾病_高血压,疾病_糖尿病
疾病_高血压,疾病_冠状动脉粥样硬化性心脏病
疾病_高血压,疾病_反流性食管炎
疾病_高血压,疾病_动脉硬化
疾病_高血压,疾病_脂肪肝
疾病_高血压,疾病_混合痔
疾病_高血压,疾病_高尿酸血症
疾病_高血压,疾病_心律失常
疾病_高血压,疾病_肺部感染
疾病_高血压,疾病_尿毒症
疾病_高血压,疾病_前列腺增生
疾病_高血压,疾病_非毒性多个甲状腺结节
疾病_高血压,疾病_腔隙性脑梗死
疾病_高血压,疾病_泌尿系感染
疾病_高血压,疾病_后天性肾囊肿
疾病_高血压,疾病_糖尿病性周围神经病
疾病_高血压,疾病_低蛋白血症
疾病_高血压,疾病_肢体动脉硬化
疾病_高血压,疾病_脑梗死
疾病_高血压,疾病_白内障
疾病_高血压,疾病_心功能
疾病_高血压,疾病_肝囊肿
疾病_高血压,疾病_恶性肿瘤维持性化学治疗
疾病_高血压,疾病_重度骨质疏松
疾病_高血压,疾病_肺恶性肿瘤
疾病_高血压,疾病_胆囊结石
疾病_高血压,疾病_腰椎间盘突出
疾病_高血压,疾病_肝功能异常
疾病_高血压,疾病_颈总动脉斑块
疾病_高血压,疾病_低钾血症
疾病_高血压,疾病_陈旧性脑梗死
疾病_高血压,疾病_贫血
疾病_高血压,疾病_老年性白内障
疾病_高血压,疾病_不稳定性心绞痛
疾病_高血压,疾病_慢性胃炎
疾病_高血压,疾病_颈椎病
疾病_高血压,疾病_糖尿病性周围血管病
疾病_高血压,疾病_肛乳头肥大
疾病_高血压,疾病_医疗机构新收治患者及陪护人员
疾病_高血压,疾病_血糖控制不佳
疾病_高血压,疾病_糖尿病性视网膜病变
疾病_高血压,疾病_恶性肿瘤中医治疗
疾病_高血压,疾病_结肠息肉
疾病_高血压,疾病_肾性贫血
疾病_高血压,疾病_非毒性单个甲状腺结节
疾病_高血压,疾病_慢性支气管炎
疾病_高血压,疾病_类风湿性关节炎
疾病_高血压,疾病_高同型半胱氨酸血症
疾病_高血压,疾病_肾性骨病
疾病_高血压,疾病_慢性肾功能不全
疾病_高血压,疾病_失眠
疾病_高血压,疾病_胸腔积液
疾病_高血压,疾病_稳定性心绞痛
疾病_高血压,疾病_骨质疏松
疾病_高血压,疾病_肺气肿
疾病_高血压,疾病_白细胞减少
疾病_高血压,疾病_慢性肾脏病
疾病_高血压,疾病_重度骨关节病
疾病_高血压,疾病_慢性阻塞性肺疾病
疾病_高血压,疾病_乳腺恶性肿瘤
疾病_高血压,疾病_胆囊息肉
疾病_高血压,疾病_便秘
疾病_高血压,疾病_慢性浅表性胃炎
疾病_高血压,疾病_甲状腺功能减退
疾病_高血压,疾病_肺结节病
疾病_高血压,疾病_直肠恶性肿瘤
疾病_高血压,疾病_骨继发恶性肿瘤
疾病_高血压,疾病_肺继发恶性肿瘤
疾病_高血压,疾病_房性期前收缩
疾病_高血压,疾病_动脉粥样硬化
疾病_高血压,疾病_心房颤动
疾病_高血压,疾病_下肢动脉粥样硬化闭塞症
疾病_高血压,疾病_慢性萎缩性胃炎
疾病_高血压,疾病_直肠黏膜松弛
疾病_高血压,疾病_焦虑状态
疾病_高血压,疾病_肛瘘
疾病_高血压,疾病_抑郁状态
疾病_高血压,疾病_肝继发恶性肿瘤
疾病_高血压,疾病_冠状动脉支架植入术后状态
疾病_高血压,疾病_支气管哮喘
疾病_高血压,疾病_主动脉硬化
疾病_高血压,疾病_人工晶体植入状态
疾病_高血压,疾病_干眼症
疾病_高血压,疾病_慢性肾衰竭
疾病_高血压,疾病_肛裂
疾病_高血压,疾病_肾结石
疾病_高血压,疾病_视网膜动脉硬化
疾病_高血压,疾病_心功能不全
疾病_高血压,疾病_结肠恶性肿瘤
疾病_高血压,疾病_肝损害
疾病_高血压,疾病_冠状动脉粥样硬化
疾病_高血压,疾病_肺间质纤维化
疾病_高血压,疾病_电解质紊乱
疾病_高血压,疾病_室性期前收缩
疾病_高血压,疾病_肾功能不全
疾病_高血压,疾病_陈旧性心肌梗死
疾病_高血压,疾病_睡眠呼吸暂停低通气综合征
疾病_高血压,疾病_胃溃疡
疾病_高血压,疾病_骨关节病
疾病_高血压,疾病_低钠血症
疾病_高血压,疾病_代谢性酸中毒
疾病_高血压,疾病_糖尿病性肾病
疾病_高血压,疾病_屈光不正
疾病_高血压,疾病_青光眼
疾病_高血压,疾病_呼吸衰竭
疾病_高血压,疾病_脑梗死后遗症
疾病_高血压,疾病_化疗后骨髓抑制
疾病_高血压,疾病_腹腔积液
疾病_高血压,疾病_糖尿病肾病
疾病_高血压,疾病_肾积水
疾病_高血压,疾病_缺铁性贫血
疾病_高血压,疾病_恶性肿瘤靶向治疗
疾病_高血压,疾病_肾病综合征
疾病_高血压,疾病_幽门螺旋杆菌感染
疾病_高血压,疾病_肠道菌群失调
疾病_高血压,疾病_子宫平滑肌瘤
疾病_高血压,疾病_多个并发症
疾病_高血压,疾病_过敏性鼻炎
疾病_高血压,疾病_多部位淋巴结继发恶性肿瘤
疾病_高血压,疾病_慢性阻塞性肺疾病急性加重
疾病_高血压,疾病_睡眠障碍
疾病_高血压,疾病_前列腺恶性肿瘤
疾病_高血压,疾病_淋巴结继发恶性肿瘤
疾病_高血压,疾病_卵巢恶性肿瘤
疾病_高血压,疾病_胃食管反流
疾病_高血压,疾病_膝骨关节病
疾病_高血压,疾病_胫前动脉狭窄
疾病_高血压,疾病_肛周脓肿
疾病_高血压,疾病_锁骨下动脉斑块
疾病_高血压,疾病_腺癌
疾病_高血压,疾病_轻度贫血
疾病_高血压,疾病_恶性肿瘤支持治疗
疾病_高血压,疾病_膀胱恶性肿瘤
疾病_高血压,疾病_阑尾术后
疾病_高血压,疾病_肝功能不全
疾病_高血压,疾病_支气管扩张症
疾病_高血压,疾病_颈椎间盘突出
疾病_高血压,疾病_纵隔淋巴结继发恶性肿瘤
疾病_高血压,疾病_慢性肾衰竭尿毒症期
疾病_高血压,疾病_下肢静脉功能不全
疾病_高血压,疾病_血小板减少
疾病_高血压,疾病_胃恶性肿瘤
疾病_高血压,疾病_心包积液
疾病_高血压,疾病_下肢静脉血栓形成
疾病_高血压,疾病_输尿管结石
疾病_高血压,疾病_恶性胸腔积液
疾病_高血压,疾病_痛风
疾病_高血压,疾病_颈内动脉狭窄
疾病_高血压,疾病_上呼吸道感染
疾病_高血压,疾病_干燥综合征
疾病_高血压,疾病_脊柱骨关节病
疾病_高血压,疾病_慢性乙型病毒性肝炎
疾病_高血压,疾病_湿疹
疾病_高血压,疾病_阵发性心房颤动
疾病_高血压,疾病_大脑中动脉狭窄
疾病_高血压,疾病_腰椎管狭窄
疾病_高血压,疾病_恶性肿瘤术后化疗
疾病_高血压,疾病_黄斑水肿
疾病_高血压,疾病_支气管扩张症合并感染
疾病_高血压,疾病_窦性心动过速
疾病_高血压,疾病_黄斑变性
疾病_高血压,疾病_阻塞性肺炎
疾病_高血压,疾病_胃息肉
疾病_高血压,疾病_窦性心动过缓
疾病_高血压,疾病_自身免疫性甲状腺炎
疾病_高血压,疾病_陈旧性肺结核
疾病_高血压,疾病_子宫内膜息肉
疾病_高血压,疾病_结膜炎
疾病_高血压,疾病_痉挛性偏瘫
疾病_高血压,疾病_动脉狭窄
疾病_高血压,疾病_慢性疼痛
疾病_高血压,疾病_腰椎退行性病变
疾病_高血压,疾病_胰腺恶性肿瘤
疾病_高血压,疾病_胆囊术后
疾病_高血压,疾病_脑萎缩
疾病_高血压,疾病_急性非ST段抬高型心肌梗死
疾病_高血压,疾病_胆囊炎
疾病_高血压,疾病_包皮过长
疾病_高血压,疾病_脑动脉粥样硬化
疾病_高血压,疾病_胫前动脉闭塞
疾病_高血压,疾病_腰椎压缩性骨折
疾病_高血压,疾病_高钾血症
疾病_高血压,疾病_血栓性外痔
疾病_高血压,疾病_高血压性视网膜病
疾病_高血压,疾病_肺动脉高压
疾病_高血压,疾病_肺占位性病变
疾病_高血压,疾病_脑继发恶性肿瘤
疾病_高血压,疾病_下肢静脉曲张
疾病_高血压,疾病_慢性心力衰竭
疾病_高血压,疾病_甲状腺术后
疾病_高血压,疾病_肾输尿管结石
疾病_高血压,疾病_乳腺增生
疾病_高血压,疾病_子宫术后
疾病_高血压,疾病_系统性红斑狼疮
疾病_高血压,疾病_乳房结节
疾病_高血压,疾病_间质性肺病
疾病_高血压,疾病_低氯血症
疾病_高血压,疾病_玻璃体混浊
疾病_高血压,药物_氯化钠注射液
疾病_高血压,药物_艾司唑仑片
疾病_高血压,药物_阿司匹林肠溶片
疾病_高血压,药物_盐酸羟考酮缓释片
疾病_高血压,药物_阿托伐他汀钙片
疾病_高血压,药物_苯磺酸氨氯地平片
疾病_高血压,药物_阿卡波糖片
疾病_高血压,药物_碳酸钙片
疾病_高血压,药物_硫酸氢氯吡格雷片
疾病_高血压,药物_肝素钠注射液
疾病_高血压,药物_酒石酸美托洛尔片
疾病_高血压,药物_单硝酸异山梨酯片
疾病_高血压,药物_地西泮片
疾病_高血压,药物_骨化三醇胶丸
疾病_高血压,药物_头孢地尼分散片
疾病_高血压,药物_叶酸片
疾病_高血压,药物_硝苯地平控释片
疾病_高血压,药物_重组人促红素注射液
疾病_高血压,药物_磷酸可待因片
疾病_高血压,药物_富马酸比索洛尔片
疾病_高血压,药物_甲钴胺分散片
疾病_高血压,药物_琥珀酸亚铁片
疾病_高血压,药物_盐酸氨溴索注射液
疾病_高血压,药物_葡萄糖注射液
疾病_高血压,药物_盐酸布桂嗪注射液
疾病_高血压,药物_佐匹克隆片
疾病_高血压,药物_螺内酯片
疾病_高血压,药物_氯化钾注射液
疾病_高血压,药物_裸花紫珠分散片
疾病_高血压,药物_碳酸氢钠片
疾病_高血压,药物_盐酸二甲双胍片
疾病_高血压,药物_二羟丙茶碱注射液
疾病_高血压,药物_硝苯地平缓释片
疾病_高血压,药物_贞芪扶正
疾病_高血压,药物_劳拉西泮片
疾病_高血压,药物_单硝酸异山梨酯缓释片
疾病_高血压,药物_盐酸曲美他嗪片
疾病_高血压,药物_地西泮注射液
疾病_高血压,药物_精蛋白生物合成人胰岛素注射液
疾病_高血压,药物_盐酸吗啡注射液
疾病_高血压,药物_维生素C注射液
疾病_高血压,药物_厄贝沙坦片
疾病_高血压,药物_甲钴胺片
疾病_高血压,药物_芬太尼透皮贴剂
疾病_高血压,药物_维生素B6注射液
疾病_高血压,药物_呋塞米片
疾病_高血压,药物_卡维地洛片
疾病_高血压,药物_复方鲜竹沥液
疾病_高血压,药物_匹伐他汀钙片
疾病_高血压,药物_厄贝沙坦氢氯噻嗪片
疾病_高血压,药物_致康胶囊
疾病_高血压,药物_便通胶囊
疾病_高血压,药物_痰热清注射液
疾病_高血压,药物_西黄解毒胶囊
疾病_高血压,药物_甘精胰岛素注射液
疾病_高血压,药物_注射用头孢唑肟钠
疾病_高血压,药物_葡萄糖氯化钠注射液
疾病_高血压,药物_生血丸
疾病_高血压,药物_百令胶囊
疾病_高血压,药物_多索茶碱注射液
疾病_高血压,药物_痛血康胶囊
疾病_高血压,药物_羟苯磺酸钙分散片
疾病_高血压,药物_洛索洛芬钠片
疾病_高血压,药物_生血宝合剂
疾病_高血压,药物_地奥司明片
疾病_高血压,药物_奥美拉唑肠溶胶囊
疾病_高血压,药物_妥布霉素地塞米松滴眼液
疾病_高血压,药物_注射用泮托拉唑钠
疾病_高血压,药物_门冬胰岛素注射液
疾病_高血压,药物_盐酸莫西沙星片
疾病_高血压,药物_盐酸莫西沙星氯化钠注射液
疾病_高血压,药物_缬沙坦胶囊
疾病_高血压,药物_普伐他汀钠片
疾病_高血压,药物_枸橼酸钾
疾病_高血压,药物_非那雄胺片
疾病_高血压,药物_消癌平滴丸
疾病_高血压,药物_苯溴马隆片
疾病_高血压,药物_瑞舒伐他汀钙片
疾病_高血压,药物_米索前列醇片
疾病_高血压,药物_利可君片
疾病_高血压,药物_明目地黄丸
疾病_高血压,药物_注射用哌拉西林钠舒巴坦钠
疾病_高血压,药物_福辛普利钠片
疾病_高血压,药物_威麦宁胶囊
疾病_高血压,药物_雷贝拉唑钠肠溶片
疾病_高血压,药物_咪达唑仑注射液
疾病_高血压,药物_托拉塞米片
疾病_高血压,药物_苯磺酸左旋氨氯地平片
疾病_高血压,药物_瑞格列奈片
疾病_高血压,药物_生物合成人胰岛素注射液
疾病_高血压,药物_呋塞米注射液
疾病_高血压,药物_吸入用复方异丙托溴铵溶液
疾病_高血压,药物_左甲状腺素钠片
疾病_高血压,药物_甲磺酸左氧氟沙星片
疾病_高血压,药物_醒脑静注射液
疾病_高血压,药物_氨酚羟考酮片
疾病_高血压,药物_氯沙坦钾片
疾病_高血压,药物_水飞蓟宾葡甲胺片
疾病_高血压,药物_灭菌注射用水
疾病_高血压,药物_乳果糖口服溶液
疾病_高血压,药物_泮托拉唑钠肠溶胶囊
疾病_高血压,药物_盐酸曲马多缓释片
疾病_高血压,药物_阿莫西林克拉维酸钾分散片
疾病_高血压,药物_盐酸特拉唑嗪片
疾病_高血压,药物_注射用血栓通
疾病_高血压,药物_降糖通脉宁胶囊
疾病_高血压,药物_卡培他滨片
疾病_高血压,药物_银杏叶胶囊
疾病_高血压,药物_芪蓉润肠口服液
疾病_高血压,药物_孟鲁司特钠片
疾病_高血压,药物_生脉注射液
疾病_高血压,药物_盐酸哌替啶注射液
疾病_高血压,药物_乙酰半胱氨酸胶囊
疾病_高血压,药物_丹参酮A磺酸钠注射液
疾病_高血压,药物_甲钴胺注射液
疾病_高血压,药物_胰岛素注射液
疾病_高血压,药物_葡醛内酯片
疾病_高血压,药物_心元胶囊
疾病_高血压,药物_云南白药胶囊
疾病_高血压,药物_盐酸贝尼地平片
疾病_高血压,药物_注射用胸腺五肽
疾病_高血压,药物_人血白蛋白
疾病_高血压,药物_丹红注射液
疾病_高血压,药物_醋酸泼尼松片
疾病_高血压,药物_华蟾素胶囊
疾病_高血压,药物_石斛夜光丸
疾病_高血压,药物_地高辛片
疾病_高血压,药物_多索茶碱片
疾病_高血压,药物_马栗种子提取物片
疾病_高血压,药物_门冬胰岛素30注射液
疾病_高血压,药物_羧甲司坦口服溶液
疾病_高血压,药物_注射用氨曲南
疾病_高血压,药物_氯化钾缓释片
疾病_高血压,药物_左卡尼汀注射液
疾病_高血压,药物_复方α-酮酸片
疾病_高血压,药物_沙美特罗替卡松粉吸入剂
疾病_高血压,药物_甲磺酸多沙唑嗪缓释片
疾病_高血压,药物_依降钙素注射液
疾病_高血压,药物_辛伐他汀片
疾病_高血压,药物_噻托溴铵粉吸入剂
疾病_高血压,药物_生血宁片
疾病_高血压,药物_醋酸泼尼松龙片
疾病_高血压,药物_黄葵胶囊
疾病_高血压,药物_氯沙坦钾氢氯噻嗪片
疾病_高血压,药物_参附注射液
疾病_高血压,药物_开塞露
疾病_高血压,药物_低分子量肝素钙注射液
疾病_高血压,药物_蔗糖铁注射液
疾病_高血压,药物_注射用拉氧头孢钠
疾病_高血压,药物_注射用单硝酸异山梨酯
疾病_高血压,药物_银杏叶片
疾病_高血压,药物_吸入用布地奈德混悬液
疾病_高血压,药物_甘油灌肠剂
疾病_高血压,药物_酒石酸唑吡坦片
疾病_高血压,药物_血脂康胶囊
疾病_高血压,药物_稳心
疾病_高血压,药物_四磨汤口服液
疾病_高血压,药物_喜炎平注射液
疾病_高血压,药物_健脾益肾
疾病_高血压,药物_门冬氨酸钾镁注射液
疾病_高血压,药物_马来酸桂哌齐特注射液
疾病_高血压,药物_缬沙坦氨氯地平片
疾病_高血压,药物_培元通脑胶囊
疾病_高血压,药物_头孢克肟胶囊
疾病_高血压,药物_非洛地平缓释片
疾病_高血压,药物_复方氨基酸双肽注射液
疾病_高血压,药物_金天格胶囊
疾病_高血压,药物_茶碱缓释片
疾病_高血压,药物_风湿祛痛胶囊
疾病_高血压,药物_注射用奥美拉唑钠
疾病_高血压,药物_托拉塞米注射液
疾病_高血压,药物_雷公藤多苷片
疾病_高血压,药物_新癀片
疾病_高血压,药物_葡萄糖酸钙注射液
疾病_高血压,药物_枸橼酸舒芬太尼注射液
疾病_高血压,药物_枸橼酸莫沙必利片
疾病_高血压,药物_血液滤过置换液
疾病_高血压,药物_马来酸咪达唑仑片
疾病_高血压,药物_红花清肝十三味丸
疾病_高血压,药物_替米沙坦片
疾病_高血压,药物_盐酸二甲双胍肠溶片
疾病_高血压,药物_注射用亚胺培南西司他丁钠
疾病_高血压,药物_养心达瓦依米西克蜜膏
疾病_高血压,药物_注射用腺苷钴胺
疾病_高血压,药物_感冒清热
疾病_高血压,药物_重组人表皮生长因子滴眼液
疾病_高血压,药物_替吉奥胶囊
疾病_高血压,药物_注射用还原型谷胱甘肽
疾病_高血压,药物_来氟米特片
疾病_高血压,药物_丹膝
疾病_高血压,药物_肠内营养混悬液
疾病_高血压,药物_氯硝西泮片
疾病_高血压,药物_胶体果胶铋胶囊
疾病_高血压,药物_阿法骨化醇软胶囊
疾病_高血压,药物_缬沙坦分散片
疾病_高血压,药物_碳酸钙D3片
疾病_高血压,药物_杏灵分散片
疾病_高血压,药物_格列美脲片
疾病_高血压,药物_盐酸氟桂利嗪胶囊
疾病_高血压,药物_碳酸司维拉姆片
疾病_高血压,检验_碳酸氢盐
疾病_高血压,检验_葡萄糖
疾病_高血压,检验_钾
疾病_高血压,检验_尿酸
疾病_高血压,检验_氯
疾病_高血压,检验_钠
疾病_高血压,检验_镁
疾病_高血压,检验_磷
疾病_高血压,检验_总蛋白
疾病_高血压,检验_谷草/谷丙
疾病_高血压,检验_白球比
疾病_高血压,检验_球蛋白
疾病_高血压,检验_间接胆红素
疾病_高血压,检验_直接胆红素
疾病_高血压,检验_红细胞压积
疾病_高血压,检验_白细胞
疾病_高血压,检验_红细胞
疾病_高血压,检验_血红蛋白
疾病_高血压,检验_血小板
疾病_高血压,检验_淋巴细胞数量
疾病_高血压,检验_嗜酸性粒细胞数量
疾病_高血压,检验_嗜碱性粒细胞数量
疾病_高血压,检验_红细胞分布宽度SD
疾病_高血压,检验_红细胞分布宽度CV
疾病_高血压,检验_血小板分布宽度
疾病_高血压,检验_平均血小板体积
疾病_高血压,检验_大型血小板比率
疾病_高血压,检验_血小板比容
疾病_高血压,检验_单核细胞数量
疾病_高血压,检验_嗜碱性粒细胞比率
疾病_高血压,检验_嗜酸性粒细胞比率
疾病_高血压,检验_淋巴细胞比率
疾病_高血压,检验_单核细胞比率
疾病_高血压,检验_中性粒细胞比率
疾病_高血压,检验_钙
疾病_高血压,检验_谷丙转氨酶
疾病_高血压,检验_谷草转氨酶
疾病_高血压,检验_红细胞平均体积
疾病_高血压,检验_平均血红蛋白浓度
疾病_高血压,检验_总胆红素
疾病_高血压,检验_C反应蛋白
疾病_高血压,检验_平均血红蛋白含量
疾病_高血压,检验_中性粒细胞数量
疾病_高血压,检验_前白蛋白
疾病_高血压,检验_肌酐
疾病_高血压,检验_胆碱酯酶
疾病_高血压,检验_总胆汁酸
疾病_高血压,检验_转肽酶
疾病_高血压,检验_白蛋白
疾病_高血压,检验_碱性磷酸酶
疾病_高血压,检验_乳酸脱氢酶
疾病_高血压,检验_肌酸激酶
疾病_高血压,检验_血尿素氮
疾病_高血压,检验_活化部分凝血活酶时间
疾病_高血压,检验_凝血酶原时间活动度
疾病_高血压,检验_纤维蛋白原
疾病_高血压,检验_凝血酶时间
疾病_高血压,检验_D二聚体定量
疾病_高血压,检验_甘胆酸
疾病_高血压,检验_纤维蛋白原降解产物
疾病_高血压,检验_酸碱度
疾病_高血压,检验_亚硝酸盐
疾病_高血压,检验_白细胞_1
疾病_高血压,检验_尿蛋白
疾病_高血压,检验_酮体
疾病_高血压,检验_尿胆原
疾病_高血压,检验_尿胆红素
疾病_高血压,检验_比重
疾病_高血压,检验_尿葡萄糖
疾病_高血压,检验_颜色
疾病_高血压,检验_混浊度
疾病_高血压,检验_潜血
疾病_高血压,检验_全血肌钙蛋白I
疾病_高血压,检验_抗凝血酶Ⅲ活性
疾病_高血压,检验_红细胞_1
疾病_高血压,检验_白细胞_2
疾病_高血压,检验_细菌计数
疾病_高血压,检验_上皮细胞
疾病_高血压,检验_病理管型
疾病_高血压,检验_粘液丝
疾病_高血压,检验_结晶
疾病_高血压,检验_小圆上皮细胞
疾病_高血压,检验_酵母菌
疾病_高血压,检验_红细胞（高倍视野）
疾病_高血压,检验_上皮细胞（高倍视野）
疾病_高血压,检验_白细胞（高倍视野）
疾病_高血压,检验_溶解红细胞
疾病_高血压,检验_凝血酶原时间国际标准化比值(PT)
疾病_高血压,检验_凝血酶原时间
疾病_高血压,检验_肌酸酶同功酶
疾病_高血压,检验_α-L-岩藻糖苷酶
疾病_高血压,检验_乳酸
疾病_高血压,检验_总胆固醇
疾病_高血压,检验_载脂蛋白B
疾病_高血压,检验_管型
疾病_高血压,检验_鳞状上皮
疾病_高血压,检验_非鳞状上皮
疾病_高血压,检验_未溶解红细胞
疾病_高血压,检验_电导率
疾病_高血压,检验_肌酐(酶法)
疾病_高血压,检验_淀粉酶
疾病_高血压,检验_性状
疾病_高血压,检验_淀粉颗粒
疾病_高血压,检验_脂肪滴
疾病_高血压,检验_虫卵
疾病_高血压,检验_原虫
疾病_高血压,检验_颜色_1
疾病_高血压,检验_红细胞_2
疾病_高血压,检验_白细胞_3
疾病_高血压,检验_极低密度
疾病_高血压,检验_载脂蛋白A1
疾病_高血压,检验_脂蛋白(a)
疾病_高血压,检验_甘油三脂
疾病_高血压,检验_潜血试验
疾病_高血压,检验_血清唾液酸
疾病_高血压,检验_白蛋白(溴甲酚绿法)
疾病_高血压,检验_低密度脂蛋白
疾病_高血压,检验_高密度脂蛋白
疾病_高血压,检验_尿素
疾病_高血压,检验_乳酸脱氢酶1
疾病_高血压,检验_乙肝表面抗原
疾病_高血压,检验_超氧化物歧化酶
疾病_高血压,检验_乙肝e抗原
疾病_高血压,检验_乙肝e抗体
疾病_高血压,检验_鳞状上皮细胞癌抗原
疾病_高血压,检验_梅毒抗体
疾病_高血压,检验_丙肝((抗-HCV)
疾病_高血压,检验_细胞角蛋白19片段测定
疾病_高血压,检验_PH值
疾病_高血压,检验_细胞外剩余碱
疾病_高血压,检验_剩余碱
疾病_高血压,检验_神经元特异性烯醇化酶测定
疾病_高血压,检验_血清视黄醇结合蛋白
疾病_高血压,检验_乙肝表面抗体
疾病_高血压,检验_癌抗原19-9
疾病_高血压,检验_肿瘤相关抗原72-4
疾病_高血压,检验_癌胚抗原
疾病_高血压,检验_甲胎蛋白
疾病_高血压,检验_肌酸激酶MB同工酶
疾病_高血压,检验_脂肪酶
疾病_高血压,检验_中性细胞数量
疾病_高血压,检验_癌抗原125
疾病_高血压,检验_游离脂肪酸
疾病_高血压,检验_血清肌红蛋白定量（进口试剂）
疾病_高血压,检验_其它
疾病_高血压,检验_血液
疾病_高血压,检验_粘液
疾病_高血压,检验_癌抗原15-3
疾病_高血压,检验_高敏C反应蛋白
疾病_高血压,检验_总胆红素_1
疾病_高血压,检验_戊型肝炎IgM抗体
疾病_高血压,检验_甲型肝炎IgM抗体
疾病_高血压,检验_平均血红蛋白含量_1
疾病_高血压,检验_平均血红蛋白浓度_1
疾病_高血压,检验_红细胞平均体积_1
疾病_高血压,检验_癌抗原242
疾病_高血压,检验_β-羟基丁酸
疾病_高血压,检验_Rh(D)血型
疾病_高血压,检验_人类免疫缺陷病毒抗体
疾病_高血压,检验_糖化血红蛋白(LPHC)
疾病_高血压,检验_血沉
疾病_高血压,检验_乙肝核心抗体
疾病_高血压,检验_B型钠酸肽
疾病_高血压,检验_促甲状腺素受体抗体
疾病_高血压,检验_降钙素原检测
疾病_高血压,检验_总补体
疾病_高血压,检验_补体C3
疾病_高血压,检验_甲状腺球蛋白自身抗体
疾病_高血压,检验_补体C4
疾病_高血压,检验_甲状腺过氧化物酶抗体
疾病_高血压,检验_类风湿因子
疾病_高血压,检验_游离前列腺特异性抗原测定
疾病_高血压,检验_二氧化碳分压
疾病_高血压,检验_氧分压
疾病_高血压,检验_氧饱和度
疾病_高血压,检验_血红蛋白_1
疾病_高血压,检验_氧合血红蛋白
疾病_高血压,检验_去氧血红蛋白
疾病_高血压,检验_缓冲碱
疾病_高血压,检验_碳酸氢盐_1
疾病_高血压,检验_二氧化碳的总浓度
疾病_高血压,检验_动脉静脉氧张力比
疾病_高血压,检验_氢离子浓度
疾病_高血压,检验_标准PH值
疾病_高血压,检验_标准碳酸氢盐
疾病_高血压,检验_碳氧血红蛋白
疾病_高血压,检验_高铁血红蛋白
疾病_高血压,检验_PSA的比值
疾病_高血压,检验_人免疫缺陷病毒（抗原+抗体）
疾病_高血压,检验_β-绒毛膜促性腺激素
疾病_高血压,检验_二氧化碳分压_1
疾病_高血压,检验_氧分压_1
疾病_高血压,检验_钾离子
疾病_高血压,检验_血氧饱和度
疾病_高血压,检验_二氧化碳总浓度
疾病_高血压,检验_标准碳酸氢盐_1
疾病_高血压,检验_钙离子
疾病_高血压,检验_红细胞压积_1
疾病_高血压,检验_钠离子
疾病_高血压,检验_乳酸_1
